asset_id	pdb_id_or_scope	scientific_role	archive_filename_or_label	local_availability	repository	persistent_id	bytes	sha256	access_status	completeness	license_status	source_version_or_date	notes
md-6r3k-native-6r3k-full-md-inputs	6R3K	full MD inputs	md/6r3k/native-6r3k/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6r3k-native-6r3k-full-md-trajectories	6R3K	full MD trajectories	md/6r3k/native-6r3k/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6r3k-native-6r3k-representative-md-snapshots	6R3K	representative MD snapshots	md/6r3k/native-6r3k/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6r3k-native-6r3k-restart-or-checkpoint-files	6R3K	restart or checkpoint files	md/6r3k/native-6r3k/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-native-6wkq-lig-full-md-inputs	6WKQ	full MD inputs	md/6wkq/native-6wkq-lig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-native-6wkq-lig-full-md-trajectories	6WKQ	full MD trajectories	md/6wkq/native-6wkq-lig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-native-6wkq-lig-representative-md-snapshots	6WKQ	representative MD snapshots	md/6wkq/native-6wkq-lig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-native-6wkq-lig-restart-or-checkpoint-files	6WKQ	restart or checkpoint files	md/6wkq/native-6wkq-lig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-redock-6wkq-redock-full-md-inputs	6WKQ	full MD inputs	md/6wkq/redock-6wkq-redock/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-redock-6wkq-redock-full-md-trajectories	6WKQ	full MD trajectories	md/6wkq/redock-6wkq-redock/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-redock-6wkq-redock-representative-md-snapshots	6WKQ	representative MD snapshots	md/6wkq/redock-6wkq-redock/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-6wkq-redock-6wkq-redock-restart-or-checkpoint-files	6WKQ	restart or checkpoint files	md/6wkq/redock-6wkq-redock/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-apo-7jra-nolig-full-md-inputs	7JRA	full MD inputs	md/7jra/apo-7jra-nolig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-apo-7jra-nolig-full-md-trajectories	7JRA	full MD trajectories	md/7jra/apo-7jra-nolig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-apo-7jra-nolig-representative-md-snapshots	7JRA	representative MD snapshots	md/7jra/apo-7jra-nolig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-apo-7jra-nolig-restart-or-checkpoint-files	7JRA	restart or checkpoint files	md/7jra/apo-7jra-nolig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-native-7jra-lig-full-md-inputs	7JRA	full MD inputs	md/7jra/native-7jra-lig/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-native-7jra-lig-full-md-trajectories	7JRA	full MD trajectories	md/7jra/native-7jra-lig/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-native-7jra-lig-representative-md-snapshots	7JRA	representative MD snapshots	md/7jra/native-7jra-lig/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-native-7jra-lig-restart-or-checkpoint-files	7JRA	restart or checkpoint files	md/7jra/native-7jra-lig/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-redock-7jra-redock-full-md-inputs	7JRA	full MD inputs	md/7jra/redock-7jra-redock/full-md-inputs	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-redock-7jra-redock-full-md-trajectories	7JRA	full MD trajectories	md/7jra/redock-7jra-redock/full-md-trajectories	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-redock-7jra-redock-representative-md-snapshots	7JRA	representative MD snapshots	md/7jra/redock-7jra-redock/representative-md-snapshots	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
md-7jra-redock-7jra-redock-restart-or-checkpoint-files	7JRA	restart or checkpoint files	md/7jra/redock-7jra-redock/restart-or-checkpoint-files	not_available_in_source_materials	not_archived		not_available_in_source_materials	not_available_in_source_materials	not_available_in_source_materials	requested artifact class was not present in the discoverable source tree	manifest_only; team publication authorization confirmed; licensed software artifacts excluded	not_available_in_source_materials	Stable inventory label only; analysis images and summary exports do not establish availability of this artifact class.
raw-pocket-1a9m-castpfold	1A9M	large raw pocket outputs	raw-pocket-output/1a9m/castpfold	available_locally	not_archived		114794	8829d11937a9ca0dd264cb84aa45cf67b16fb6718d8acc1451e4bf3d012c17ba	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1a9m-cavityplus	1A9M	large raw pocket outputs	raw-pocket-output/1a9m/cavityplus	available_locally	not_archived		156495	d9d6320e3837881b8dd059fb8d63b110da7cc05a3b871b487512a9dbf553d21b	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1a9m-dogsite3	1A9M	large raw pocket outputs	raw-pocket-output/1a9m/dogsite3	available_locally	not_archived		624	a956615c13a6c963a32f6ff252a9ede54b30335ce9aa0d608c6cfa9653b300ce	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1a9m-dogsitescorer	1A9M	large raw pocket outputs	raw-pocket-output/1a9m/dogsitescorer	available_locally	not_archived		2153	a1ab1c6455e02b2e1dcc2355a0247b570ad93984ac01c75237f1830f44ac77ca	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1a9m-sitemap	1A9M	large raw pocket outputs	raw-pocket-output/1a9m/sitemap	available_locally	not_archived		1807605	4cd02fd0262f9692b7d95da4e1e8197b18232e9e451ed74ae66f84bfae8488dc	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1fap-castpfold	1FAP	large raw pocket outputs	raw-pocket-output/1fap/castpfold	available_locally	not_archived		155437	75e5ca52a9905461a99f9a8e58b76b643888a112bdf09bd9a5cfb198f2d4c7ae	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1fap-cavityplus	1FAP	large raw pocket outputs	raw-pocket-output/1fap/cavityplus	available_locally	not_archived		290059	972f616d97970e3c3dd7b61405a4c523cf506243d8c261f14975156d43929c59	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1fap-dogsite3	1FAP	large raw pocket outputs	raw-pocket-output/1fap/dogsite3	available_locally	not_archived		2095	8bdfb4ca51de7ff66fc1e69a2b231931df0275db4e00411377a7496601c9e1bc	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1fap-dogsitescorer	1FAP	large raw pocket outputs	raw-pocket-output/1fap/dogsitescorer	available_locally	not_archived		3461	b21aeb1868715d24480bb36347236fe664a5e3700ce086e1ce67de0e4ad1a53a	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1fap-sitemap	1FAP	large raw pocket outputs	raw-pocket-output/1fap/sitemap	available_locally	not_archived		7402258	5ce21bfd81d1313519b95c249e5add8da93ebc5eb46661f776036e8580074088	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hih-castpfold	1HIH	large raw pocket outputs	raw-pocket-output/1hih/castpfold	available_locally	not_archived		116862	bb5db019b1e5e46c7e3f61bf664428954abba5399a080934b617ff2c2e28b8a5	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hih-cavityplus	1HIH	large raw pocket outputs	raw-pocket-output/1hih/cavityplus	available_locally	not_archived		172190	34dd35502f6ce4372725efa55c6d8f3df30088ff7311852e0011f3a73c1b6de5	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hih-dogsite3	1HIH	large raw pocket outputs	raw-pocket-output/1hih/dogsite3	available_locally	not_archived		1049	8d3858330b3bd4d0e4d7a3a14b1e6833313c022924affe7455f99837c69197c6	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hih-dogsitescorer	1HIH	large raw pocket outputs	raw-pocket-output/1hih/dogsitescorer	available_locally	not_archived		3720	da81225055a9b7b2de4a2ae1845979a12d37db953fcba14ecc15b79f33fd4830	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hih-sitemap	1HIH	large raw pocket outputs	raw-pocket-output/1hih/sitemap	available_locally	not_archived		2749465	da9f848c84d9c4b98bc8bd0827eabb7b5e6648edf03e90b3602cc3d67cc0a171	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hsg-castpfold	1HSG	large raw pocket outputs	raw-pocket-output/1hsg/castpfold	available_locally	not_archived		110138	d1f2ecc5aeedc7dd4e886a21ca8ed33f7b9b90b972cc854f3875c4183a08cb4a	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hsg-cavityplus	1HSG	large raw pocket outputs	raw-pocket-output/1hsg/cavityplus	available_locally	not_archived		173453	f6a978a38ef589880d3176769d4a27920a0030bd8d85490d4fbe5f71a80b43d9	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hsg-dogsite3	1HSG	large raw pocket outputs	raw-pocket-output/1hsg/dogsite3	available_locally	not_archived		1055	db99f9b3b2dc7dc0c15a0e3258259653a45ba8ee1b84955df81e7756b5276a96	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hsg-dogsitescorer	1HSG	large raw pocket outputs	raw-pocket-output/1hsg/dogsitescorer	available_locally	not_archived		2664	e8bd7b446e897f2d17217d35b44b9411aaf7a671896ec2eeed28311a4f0dc7a2	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1hsg-sitemap	1HSG	large raw pocket outputs	raw-pocket-output/1hsg/sitemap	available_locally	not_archived		1828259	3096782ae0adfe8240beb0e2ed801dbbe191e06371b05cfd4dd48c12114a4053	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1shl-castpfold	1SHL	large raw pocket outputs	raw-pocket-output/1shl/castpfold	available_locally	not_archived		140874	bd7424f1e2cf1ad9168e9ed9a99042834d4c0c36aaec2c904329fd64be95e9b1	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1shl-cavityplus	1SHL	large raw pocket outputs	raw-pocket-output/1shl/cavityplus	available_locally	not_archived		189584	c524bec0ed22edccb94906ef88239ee57435229f9b773962cf6770314a649f2d	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1shl-dogsite3	1SHL	large raw pocket outputs	raw-pocket-output/1shl/dogsite3	available_locally	not_archived		2091	6cdc7012c5d9ada8c61d986ba70a9b6d2892d85f894dee8d1a7e40fc045287ba	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1shl-dogsitescorer	1SHL	large raw pocket outputs	raw-pocket-output/1shl/dogsitescorer	available_locally	not_archived		7120	69d3cdd0667e585e84baace51e6527d36714f20d4b6f10105ca9481f50e077d8	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1shl-sitemap	1SHL	large raw pocket outputs	raw-pocket-output/1shl/sitemap	available_locally	not_archived		3171383	e6f53309ba7f276dd7eaef1fdfb4ae5e79fb3fd2c8fedc28cbaa70409bbd7492	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1tco-castpfold	1TCO	large raw pocket outputs	raw-pocket-output/1tco/castpfold	available_locally	not_archived		452345	cb9e716a688f53dd9d6db7f22c008e3252d79c851da9741bcac5450ecc06b9d8	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1tco-cavityplus	1TCO	large raw pocket outputs	raw-pocket-output/1tco/cavityplus	available_locally	not_archived		954926	4937801d97ca291b12d45516513ef1244f52d5096ce22d8df7515132be5f803a	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1tco-dogsite3	1TCO	large raw pocket outputs	raw-pocket-output/1tco/dogsite3	available_locally	not_archived		3788	2d123b31aed4bf7d83c217d331353351027efd6bf9b77425059164b12e66d559	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1tco-dogsitescorer	1TCO	large raw pocket outputs	raw-pocket-output/1tco/dogsitescorer	available_locally	not_archived		10539	759dcce01aeed82918891a4e6147225b81910e0b04aec2885d7d6d39d0bbb3a4	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-1tco-sitemap	1TCO	large raw pocket outputs	raw-pocket-output/1tco/sitemap	available_locally	not_archived		17248836	257aee43f7868bede87c95c0d6aef10d428269a847ebdf257373089cd7443fcc	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-3dji-castpfold	3DJI	large raw pocket outputs	raw-pocket-output/3dji/castpfold	available_locally	not_archived		215593	0877d6a652918802dcc20d5badcc63b8b489e3cfd7a9017dd4f2b394c8f727a9	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-3dji-cavityplus	3DJI	large raw pocket outputs	raw-pocket-output/3dji/cavityplus	available_locally	not_archived		302743	1b8f16b9d18aaaf6d1e255ab1c5bb0c146a545d4d889d640099a3fff1cbc72ce	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-3dji-dogsite3	3DJI	large raw pocket outputs	raw-pocket-output/3dji/dogsite3	available_locally	not_archived		1504	bf94cc9eb79e7c06f410b33bceee4942863c1daf4f05ee154ab042c04023688e	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-3dji-dogsitescorer	3DJI	large raw pocket outputs	raw-pocket-output/3dji/dogsitescorer	available_locally	not_archived		3455	abba879679f9bd8cee98070f977bdae35abc93d308adf0c61bebe57d278e6c3f	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-3dji-sitemap	3DJI	large raw pocket outputs	raw-pocket-output/3dji/sitemap	available_locally	not_archived		4527334	dc968564c46cd1feef0100fdad3b9054fe3eb44613a16362b12f30b251266a3d	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-4w9h-castpfold	4W9H	large raw pocket outputs	raw-pocket-output/4w9h/castpfold	available_locally	not_archived		274898	5f152c2a3443604eced13ae95e96d6169b9ddb8b440626a55f9d102edc5fbb52	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-4w9h-cavityplus	4W9H	large raw pocket outputs	raw-pocket-output/4w9h/cavityplus	available_locally	not_archived		414319	77690b871aba5d3ccc49557133f877c010d91c6925ef9c44ce5ef5cef93ef27b	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CavityPlus citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-4w9h-dogsite3	4W9H	large raw pocket outputs	raw-pocket-output/4w9h/dogsite3	available_locally	not_archived		4020	60e654e81acfe9be2d6980dfaa34814fdfce87b9b9430c22fa8858e0c31c6eff	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-4w9h-dogsitescorer	4W9H	large raw pocket outputs	raw-pocket-output/4w9h/dogsitescorer	available_locally	not_archived		7913	607b2abf664b78b35432216df393a0b9f2852ee7d0783ac7b03f2f7889570296	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; ProteinsPlus attribution retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-4w9h-sitemap	4W9H	large raw pocket outputs	raw-pocket-output/4w9h/sitemap	available_locally	not_archived		4992602	b648ad74c5574a105eeadb4668c8a5ea7e5998f6ae61dfbcb573fed776ef9f0b	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only under Schrodinger terms; binary formats and logs excluded	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
raw-pocket-5j89-castpfold	5J89	large raw pocket outputs	raw-pocket-output/5j89/castpfold	available_locally	not_archived		193864	7d89dead0c464af129bd47b2a62ad5070a71bb321ed11aef45ed2f83a8a7ba35	not_archived	local collection fingerprint verified; persistent deposit not assigned	manifest_only; CASTpFold citation terms retained; no raw-package relicensing	not_available_in_source_materials	Stable collection label and aggregate fingerprint only; original paths, filenames, service identifiers, and raw packages are not released.
