pdb_id,cluster_v2_id,tool,same_tool_unit_id,raw_row_id,raw_pocket_id,formal_tool_representative,representative_pocket_id,formal_vote_count
1TCO,1TCO_V2C002,CASTpFold,1TCO_CASTpFold_U071,865,79,false,5,0
1TCO,1TCO_V2C002,CavityPlus,1TCO_CavityPlus_U015,1480,Cavity_16,true,Cavity_16,1
1TCO,1TCO_V2C002,DoGSite3,1TCO_DoGSite3_U009,481,P_8,true,P_8,1
1TCO,1TCO_V2C002,DoGSiteScorer,1TCO_DoGSiteScorer_U024,109,P_8,true,P_8,1
1TCO,1TCO_V2C002,SiteMap,1TCO_SiteMap_U008,1662,SM08_compact_site_8,true,SM08_compact_site_8,1
1TCO,1TCO_V2C003,CASTpFold,1TCO_CASTpFold_U004,790,4,true,4,1
1TCO,1TCO_V2C003,CavityPlus,1TCO_CavityPlus_U003,1468,Cavity_4,true,Cavity_4,1
1TCO,1TCO_V2C003,DoGSite3,1TCO_DoGSite3_U013,485,P_12,true,P_12,1
1TCO,1TCO_V2C003,DoGSiteScorer,1TCO_DoGSiteScorer_U009,89,P_1_1,true,P_1_1,1
1TCO,1TCO_V2C003,SiteMap,1TCO_SiteMap_U005,1659,SM05_site_5,true,SM05_site_5,1
1TCO,1TCO_V2C004,CASTpFold,1TCO_CASTpFold_U003,789,3,true,3,1
1TCO,1TCO_V2C004,CavityPlus,1TCO_CavityPlus_U005,1470,Cavity_6,true,Cavity_6,1
1TCO,1TCO_V2C004,DoGSite3,1TCO_DoGSite3_U005,477,P_4,true,P_4,1
1TCO,1TCO_V2C004,DoGSite3,1TCO_DoGSite3_U014,486,P_13,false,P_4,0
1TCO,1TCO_V2C004,DoGSiteScorer,1TCO_DoGSiteScorer_U008,87,P_1,true,P_1,1
1TCO,1TCO_V2C004,DoGSiteScorer,1TCO_DoGSiteScorer_U008,88,P_1_0,false,P_1,0
1TCO,1TCO_V2C004,DoGSiteScorer,1TCO_DoGSiteScorer_U011,91,P_1_3,false,P_1,0
1TCO,1TCO_V2C004,SiteMap,1TCO_SiteMap_U002,1656,SM02_site_4,true,SM02_site_4,1
1TCO,1TCO_V2C005,CASTpFold,1TCO_CASTpFold_U010,796,10,true,10,1
1TCO,1TCO_V2C005,CASTpFold,1TCO_CASTpFold_U037,823,37,false,10,0
1TCO,1TCO_V2C005,CavityPlus,1TCO_CavityPlus_U017,1482,Cavity_18,true,Cavity_18,1
1TCO,1TCO_V2C005,DoGSite3,1TCO_DoGSite3_U010,482,P_9,true,P_9,1
1TCO,1TCO_V2C005,DoGSiteScorer,1TCO_DoGSiteScorer_U018,100,P_5,true,P_5,1
1TCO,1TCO_V2C005,DoGSiteScorer,1TCO_DoGSiteScorer_U018,101,P_5_0,false,P_5,0
1TCO,1TCO_V2C006,CavityPlus,1TCO_CavityPlus_U006,1471,Cavity_7,true,Cavity_7,1
1TCO,1TCO_V2C006,DoGSite3,1TCO_DoGSite3_U004,476,P_3,true,P_3,1
1TCO,1TCO_V2C006,DoGSiteScorer,1TCO_DoGSiteScorer_U003,81,P_0_2,true,P_0_2,1
1TCO,1TCO_V2C006,SiteMap,1TCO_SiteMap_U004,1658,SM04_site_3,true,SM04_site_3,1
1TCO,1TCO_V2C007,CASTpFold,1TCO_CASTpFold_U055,841,55,true,55,1
1TCO,1TCO_V2C007,CavityPlus,1TCO_CavityPlus_U016,1481,Cavity_17,true,Cavity_17,1
1TCO,1TCO_V2C007,DoGSiteScorer,1TCO_DoGSiteScorer_U025,110,P_9,true,P_9,1
1TCO,1TCO_V2C007,DoGSiteScorer,1TCO_DoGSiteScorer_U025,111,P_9_0,false,P_9,0
1TCO,1TCO_V2C007,DoGSiteScorer,1TCO_DoGSiteScorer_U025,112,P_9_1,false,P_9,0
1TCO,1TCO_V2C008,DoGSite3,1TCO_DoGSite3_U008,480,P_7,true,P_7,1
1TCO,1TCO_V2C008,DoGSite3,1TCO_DoGSite3_U015,487,P_14,false,P_7,0
1TCO,1TCO_V2C008,DoGSiteScorer,1TCO_DoGSiteScorer_U015,96,P_3,true,P_3,1
1TCO,1TCO_V2C008,DoGSiteScorer,1TCO_DoGSiteScorer_U015,97,P_3_0,false,P_3,0
1TCO,1TCO_V2C008,DoGSiteScorer,1TCO_DoGSiteScorer_U016,98,P_3_1,false,P_3,0
1TCO,1TCO_V2C008,SiteMap,1TCO_SiteMap_U007,1661,SM07_compact_site_5,true,SM07_compact_site_5,1
1TCO,1TCO_V2C009,DoGSite3,1TCO_DoGSite3_U006,478,P_5,true,P_5,1
1TCO,1TCO_V2C009,DoGSiteScorer,1TCO_DoGSiteScorer_U013,93,P_2,true,P_2,1
1TCO,1TCO_V2C009,DoGSiteScorer,1TCO_DoGSiteScorer_U013,94,P_2_0,false,P_2,0
1TCO,1TCO_V2C009,SiteMap,1TCO_SiteMap_U006,1660,SM06_compact_site_6,true,SM06_compact_site_6,1
1TCO,1TCO_V2C010,CASTpFold,1TCO_CASTpFold_U001,787,1,true,1,1
1TCO,1TCO_V2C010,CavityPlus,1TCO_CavityPlus_U001,1465,Cavity_1,true,Cavity_1,1
1TCO,1TCO_V2C010,CavityPlus,1TCO_CavityPlus_U001,1467,Cavity_3,false,Cavity_1,0
1TCO,1TCO_V2C010,DoGSiteScorer,1TCO_DoGSiteScorer_U005,83,P_0_4,true,P_0_4,1
1TCO,1TCO_V2C010,DoGSiteScorer,1TCO_DoGSiteScorer_U005,86,P_0_7,false,P_0_4,0
1TCO,1TCO_V2C010,DoGSiteScorer,1TCO_DoGSiteScorer_U017,99,P_4,false,P_0_4,0
1TCO,1TCO_V2C011,CASTpFold,1TCO_CASTpFold_U002,788,2,true,2,1
1TCO,1TCO_V2C011,CavityPlus,1TCO_CavityPlus_U002,1466,Cavity_2,true,Cavity_2,1
1TCO,1TCO_V2C011,DoGSite3,1TCO_DoGSite3_U003,475,P_2,true,P_2,1
1TCO,1TCO_V2C012,CASTpFold,1TCO_CASTpFold_U006,792,6,true,6,1
1TCO,1TCO_V2C012,CASTpFold,1TCO_CASTpFold_U035,821,35,false,6,0
1TCO,1TCO_V2C012,CASTpFold,1TCO_CASTpFold_U076,867,81,false,6,0
1TCO,1TCO_V2C012,CavityPlus,1TCO_CavityPlus_U004,1469,Cavity_5,true,Cavity_5,1
1TCO,1TCO_V2C012,DoGSiteScorer,1TCO_DoGSiteScorer_U029,116,P_13,true,P_13,1
1TCO,1TCO_V2C013,CASTpFold,1TCO_CASTpFold_U073,863,77,true,77,1
1TCO,1TCO_V2C013,DoGSite3,1TCO_DoGSite3_U012,484,P_11,true,P_11,1
1TCO,1TCO_V2C013,DoGSiteScorer,1TCO_DoGSiteScorer_U004,82,P_0_3,true,P_0_3,1
1TCO,1TCO_V2C014,CASTpFold,1TCO_CASTpFold_U009,795,9,true,9,1
1TCO,1TCO_V2C014,CavityPlus,1TCO_CavityPlus_U013,1478,Cavity_14,true,Cavity_14,1
1TCO,1TCO_V2C014,DoGSiteScorer,1TCO_DoGSiteScorer_U028,115,P_12,true,P_12,1
1TCO,1TCO_V2C015,CASTpFold,1TCO_CASTpFold_U034,820,34,false,54,0
1TCO,1TCO_V2C015,CASTpFold,1TCO_CASTpFold_U054,840,54,true,54,1
1TCO,1TCO_V2C015,CASTpFold,1TCO_CASTpFold_U062,849,63,false,54,0
1TCO,1TCO_V2C015,CavityPlus,1TCO_CavityPlus_U009,1474,Cavity_10,true,Cavity_10,1
1TCO,1TCO_V2C015,DoGSiteScorer,1TCO_DoGSiteScorer_U027,114,P_11,true,P_11,1
1TCO,1TCO_V2C016,CASTpFold,1TCO_CASTpFold_U029,815,29,true,29,1
1TCO,1TCO_V2C016,CavityPlus,1TCO_CavityPlus_U012,1477,Cavity_13,true,Cavity_13,1
1TCO,1TCO_V2C017,CASTpFold,1TCO_CASTpFold_U013,799,13,true,13,1
1TCO,1TCO_V2C017,CASTpFold,1TCO_CASTpFold_U045,831,45,false,13,0
1TCO,1TCO_V2C017,CASTpFold,1TCO_CASTpFold_U057,843,57,false,13,0
1TCO,1TCO_V2C017,DoGSiteScorer,1TCO_DoGSiteScorer_U026,113,P_10,true,P_10,1
1TCO,1TCO_V2C018,DoGSiteScorer,1TCO_DoGSiteScorer_U002,80,P_0_1,true,P_0_1,1
1TCO,1TCO_V2C018,DoGSiteScorer,1TCO_DoGSiteScorer_U006,84,P_0_5,false,P_0_1,0
1TCO,1TCO_V2C018,SiteMap,1TCO_SiteMap_U003,1657,SM03_compact_site_2,true,SM03_compact_site_2,1
1TCO,1TCO_V2C019,CASTpFold,1TCO_CASTpFold_U015,801,15,true,15,1
1TCO,1TCO_V2C019,CavityPlus,1TCO_CavityPlus_U018,1483,Cavity_19,true,Cavity_19,1
1TCO,1TCO_V2C020,DoGSite3,1TCO_DoGSite3_U002,474,P_1_2,true,P_1_2,1
1TCO,1TCO_V2C020,SiteMap,1TCO_SiteMap_U001,1655,SM01_site_2,true,SM01_site_2,1
1TCO,1TCO_V2C021,CASTpFold,1TCO_CASTpFold_U048,834,48,true,48,1
1TCO,1TCO_V2C021,CASTpFold,1TCO_CASTpFold_U066,853,67,false,48,0
1TCO,1TCO_V2C021,DoGSiteScorer,1TCO_DoGSiteScorer_U014,95,P_2_1,true,P_2_1,1
1TCO,1TCO_V2C022,DoGSite3,1TCO_DoGSite3_U001,472,P_1,true,P_1,1
1TCO,1TCO_V2C022,DoGSite3,1TCO_DoGSite3_U001,473,P_1_1,false,P_1,0
1TCO,1TCO_V2C022,DoGSiteScorer,1TCO_DoGSiteScorer_U001,78,P_0,true,P_0,1
1TCO,1TCO_V2C022,DoGSiteScorer,1TCO_DoGSiteScorer_U001,79,P_0_0,false,P_0,0
1TCO,1TCO_V2C023,CASTpFold,1TCO_CASTpFold_U020,806,20,true,20,1
1TCO,1TCO_V2C023,DoGSiteScorer,1TCO_DoGSiteScorer_U019,102,P_5_1,true,P_5_1,1
1TCO,1TCO_V2C024,CASTpFold,1TCO_CASTpFold_U049,835,49,true,49,1
1TCO,1TCO_V2C024,DoGSiteScorer,1TCO_DoGSiteScorer_U007,85,P_0_6,true,P_0_6,1
1TCO,1TCO_V2C025,CASTpFold,1TCO_CASTpFold_U027,813,27,false,53,0
1TCO,1TCO_V2C025,CASTpFold,1TCO_CASTpFold_U052,838,52,false,53,0
1TCO,1TCO_V2C025,CASTpFold,1TCO_CASTpFold_U053,839,53,true,53,1
1TCO,1TCO_V2C025,CavityPlus,1TCO_CavityPlus_U008,1473,Cavity_9,true,Cavity_9,1
1TCO,1TCO_V2C026,CASTpFold,1TCO_CASTpFold_U012,798,12,true,12,1
1TCO,1TCO_V2C026,CavityPlus,1TCO_CavityPlus_U007,1472,Cavity_8,true,Cavity_8,1
1TCO,1TCO_V2C027,CASTpFold,1TCO_CASTpFold_U026,812,26,true,26,1
1TCO,1TCO_V2C027,CASTpFold,1TCO_CASTpFold_U026,857,71,false,26,0
1TCO,1TCO_V2C027,DoGSiteScorer,1TCO_DoGSiteScorer_U023,108,P_7_1,true,P_7_1,1
1TCO,1TCO_V2C028,CASTpFold,1TCO_CASTpFold_U036,822,36,true,36,1
1TCO,1TCO_V2C028,DoGSiteScorer,1TCO_DoGSiteScorer_U022,106,P_7,true,P_7,1
1TCO,1TCO_V2C028,DoGSiteScorer,1TCO_DoGSiteScorer_U022,107,P_7_0,false,P_7,0
1TCO,1TCO_V2C029,CASTpFold,1TCO_CASTpFold_U011,797,11,true,11,1
1TCO,1TCO_V2C029,CASTpFold,1TCO_CASTpFold_U041,827,41,false,11,0
1TCO,1TCO_V2C029,DoGSiteScorer,1TCO_DoGSiteScorer_U010,90,P_1_2,false,P_1_4,0
1TCO,1TCO_V2C029,DoGSiteScorer,1TCO_DoGSiteScorer_U012,92,P_1_4,true,P_1_4,1
1TCO,1TCO_V2C030,CASTpFold,1TCO_CASTpFold_U040,826,40,true,40,1
1TCO,1TCO_V2C031,CASTpFold,1TCO_CASTpFold_U067,854,68,true,68,1
1TCO,1TCO_V2C032,CASTpFold,1TCO_CASTpFold_U028,814,28,true,28,1
1TCO,1TCO_V2C033,CASTpFold,1TCO_CASTpFold_U039,825,39,true,39,1
1TCO,1TCO_V2C034,CASTpFold,1TCO_CASTpFold_U017,803,17,true,17,1
1TCO,1TCO_V2C035,CASTpFold,1TCO_CASTpFold_U025,811,25,true,25,1
1TCO,1TCO_V2C036,CASTpFold,1TCO_CASTpFold_U019,805,19,true,19,1
1TCO,1TCO_V2C037,CASTpFold,1TCO_CASTpFold_U024,810,24,true,24,1
1TCO,1TCO_V2C038,CASTpFold,1TCO_CASTpFold_U051,837,51,true,51,1
1TCO,1TCO_V2C039,CASTpFold,1TCO_CASTpFold_U069,856,70,true,70,1
1TCO,1TCO_V2C040,CASTpFold,1TCO_CASTpFold_U050,836,50,true,50,1
1TCO,1TCO_V2C041,DoGSite3,1TCO_DoGSite3_U011,483,P_10,true,P_10,1
1TCO,1TCO_V2C042,CASTpFold,1TCO_CASTpFold_U008,794,8,true,8,1
1TCO,1TCO_V2C043,CASTpFold,1TCO_CASTpFold_U023,809,23,true,23,1
1TCO,1TCO_V2C044,CASTpFold,1TCO_CASTpFold_U063,850,64,true,64,1
1TCO,1TCO_V2C045,CASTpFold,1TCO_CASTpFold_U068,855,69,true,69,1
1TCO,1TCO_V2C046,CASTpFold,1TCO_CASTpFold_U072,861,75,true,75,1
1TCO,1TCO_V2C047,CASTpFold,1TCO_CASTpFold_U060,847,61,true,61,1
1TCO,1TCO_V2C048,CASTpFold,1TCO_CASTpFold_U047,833,47,true,47,1
1TCO,1TCO_V2C049,CASTpFold,1TCO_CASTpFold_U043,829,43,true,43,1
1TCO,1TCO_V2C050,CASTpFold,1TCO_CASTpFold_U074,864,78,true,78,1
1TCO,1TCO_V2C051,CASTpFold,1TCO_CASTpFold_U070,858,72,false,74,0
1TCO,1TCO_V2C051,CASTpFold,1TCO_CASTpFold_U070,860,74,true,74,1
1TCO,1TCO_V2C051,CASTpFold,1TCO_CASTpFold_U070,862,76,false,74,0
1TCO,1TCO_V2C052,CASTpFold,1TCO_CASTpFold_U044,830,44,true,44,1
1TCO,1TCO_V2C053,CASTpFold,1TCO_CASTpFold_U014,800,14,true,14,1
1TCO,1TCO_V2C054,CASTpFold,1TCO_CASTpFold_U056,842,56,true,56,1
1TCO,1TCO_V2C055,CASTpFold,1TCO_CASTpFold_U021,807,21,true,21,1
1TCO,1TCO_V2C056,CASTpFold,1TCO_CASTpFold_U038,824,38,true,38,1
1TCO,1TCO_V2C057,CASTpFold,1TCO_CASTpFold_U075,866,80,true,80,1
1TCO,1TCO_V2C058,CASTpFold,1TCO_CASTpFold_U058,844,58,true,58,1
1TCO,1TCO_V2C059,CASTpFold,1TCO_CASTpFold_U042,828,42,true,42,1
1TCO,1TCO_V2C060,CASTpFold,1TCO_CASTpFold_U064,851,65,true,65,1
1TCO,1TCO_V2C061,CASTpFold,1TCO_CASTpFold_U032,818,32,true,32,1
1TCO,1TCO_V2C062,CASTpFold,1TCO_CASTpFold_U016,802,16,true,16,1
1TCO,1TCO_V2C063,CASTpFold,1TCO_CASTpFold_U059,846,60,true,60,1
1TCO,1TCO_V2C064,CASTpFold,1TCO_CASTpFold_U022,808,22,true,22,1
1TCO,1TCO_V2C065,CASTpFold,1TCO_CASTpFold_U033,819,33,true,33,1
1TCO,1TCO_V2C066,CavityPlus,1TCO_CavityPlus_U010,1475,Cavity_11,true,Cavity_11,1
1TCO,1TCO_V2C067,CASTpFold,1TCO_CASTpFold_U030,816,30,true,30,1
1TCO,1TCO_V2C068,CASTpFold,1TCO_CASTpFold_U046,832,46,true,46,1
1TCO,1TCO_V2C069,CASTpFold,1TCO_CASTpFold_U065,852,66,true,66,1
1TCO,1TCO_V2C070,CASTpFold,1TCO_CASTpFold_U031,817,31,true,31,1
1TCO,1TCO_V2C071,CavityPlus,1TCO_CavityPlus_U014,1479,Cavity_15,true,Cavity_15,1
1TCO,1TCO_V2C072,CASTpFold,1TCO_CASTpFold_U061,848,62,true,62,1
1TCO,1TCO_V2C073,CASTpFold,1TCO_CASTpFold_U018,804,18,true,18,1
3DJI,3DJI_V2C001,CASTpFold,3DJI_CASTpFold_U005,872,5,true,5,1
3DJI,3DJI_V2C001,CavityPlus,3DJI_CavityPlus_U005,1488,Cavity_5,true,Cavity_5,1
3DJI,3DJI_V2C001,DoGSite3,3DJI_DoGSite3_U005,492,P_5,true,P_5,1
3DJI,3DJI_V2C001,DoGSiteScorer,3DJI_DoGSiteScorer_U003,120,P_1,true,P_1,1
3DJI,3DJI_V2C001,DoGSiteScorer,3DJI_DoGSiteScorer_U003,121,P_1_0,false,P_1,0
3DJI,3DJI_V2C001,SiteMap,3DJI_SiteMap_U005,1668,SM05_site_2,true,SM05_site_2,1
3DJI,3DJI_V2C002,CASTpFold,3DJI_CASTpFold_U006,873,6,true,6,1
3DJI,3DJI_V2C002,CavityPlus,3DJI_CavityPlus_U003,1486,Cavity_3,true,Cavity_3,1
3DJI,3DJI_V2C002,DoGSite3,3DJI_DoGSite3_U002,489,P_2,true,P_2,1
3DJI,3DJI_V2C002,DoGSiteScorer,3DJI_DoGSiteScorer_U005,123,P_2,true,P_2,1
3DJI,3DJI_V2C002,SiteMap,3DJI_SiteMap_U004,1667,SM04_site_3,true,SM04_site_3,1
3DJI,3DJI_V2C003,CASTpFold,3DJI_CASTpFold_U004,871,4,true,4,1
3DJI,3DJI_V2C003,CavityPlus,3DJI_CavityPlus_U007,1490,Cavity_7,true,Cavity_7,1
3DJI,3DJI_V2C003,DoGSite3,3DJI_DoGSite3_U003,490,P_3,true,P_3,1
3DJI,3DJI_V2C003,DoGSiteScorer,3DJI_DoGSiteScorer_U006,124,P_3,true,P_3,1
3DJI,3DJI_V2C003,SiteMap,3DJI_SiteMap_U003,1666,SM03_site_4,true,SM03_site_4,1
3DJI,3DJI_V2C004,CavityPlus,3DJI_CavityPlus_U002,1485,Cavity_2,true,Cavity_2,1
3DJI,3DJI_V2C004,DoGSite3,3DJI_DoGSite3_U004,491,P_4,true,P_4,1
3DJI,3DJI_V2C004,DoGSiteScorer,3DJI_DoGSiteScorer_U001,117,P_0,false,P_0_1,0
3DJI,3DJI_V2C004,DoGSiteScorer,3DJI_DoGSiteScorer_U001,118,P_0_0,false,P_0_1,0
3DJI,3DJI_V2C004,DoGSiteScorer,3DJI_DoGSiteScorer_U002,119,P_0_1,true,P_0_1,1
3DJI,3DJI_V2C004,SiteMap,3DJI_SiteMap_U001,1664,SM01_site_1,true,SM01_site_1,1
3DJI,3DJI_V2C005,CASTpFold,3DJI_CASTpFold_U003,870,3,true,3,1
3DJI,3DJI_V2C005,CavityPlus,3DJI_CavityPlus_U004,1487,Cavity_4,true,Cavity_4,1
3DJI,3DJI_V2C005,DoGSiteScorer,3DJI_DoGSiteScorer_U008,126,P_5,true,P_5,1
3DJI,3DJI_V2C006,CASTpFold,3DJI_CASTpFold_U036,903,36,true,36,1
3DJI,3DJI_V2C006,CavityPlus,3DJI_CavityPlus_U006,1489,Cavity_6,true,Cavity_6,1
3DJI,3DJI_V2C006,DoGSiteScorer,3DJI_DoGSiteScorer_U007,125,P_4,true,P_4,1
3DJI,3DJI_V2C007,CASTpFold,3DJI_CASTpFold_U001,868,1,true,1,1
3DJI,3DJI_V2C007,CavityPlus,3DJI_CavityPlus_U001,1484,Cavity_1,true,Cavity_1,1
3DJI,3DJI_V2C007,SiteMap,3DJI_SiteMap_U002,1665,SM02_site_5,true,SM02_site_5,1
3DJI,3DJI_V2C008,CASTpFold,3DJI_CASTpFold_U010,877,10,true,10,1
3DJI,3DJI_V2C008,DoGSiteScorer,3DJI_DoGSiteScorer_U004,122,P_1_1,true,P_1_1,1
3DJI,3DJI_V2C009,CASTpFold,3DJI_CASTpFold_U009,876,9,false,11,0
3DJI,3DJI_V2C009,CASTpFold,3DJI_CASTpFold_U011,878,11,true,11,1
3DJI,3DJI_V2C009,CASTpFold,3DJI_CASTpFold_U044,913,46,false,11,0
3DJI,3DJI_V2C009,CavityPlus,3DJI_CavityPlus_U009,1492,Cavity_9,true,Cavity_9,1
3DJI,3DJI_V2C010,CASTpFold,3DJI_CASTpFold_U030,897,30,true,30,1
3DJI,3DJI_V2C010,DoGSiteScorer,3DJI_DoGSiteScorer_U009,127,P_6,true,P_6,1
3DJI,3DJI_V2C011,CASTpFold,3DJI_CASTpFold_U007,874,7,false,8,0
3DJI,3DJI_V2C011,CASTpFold,3DJI_CASTpFold_U008,875,8,true,8,1
3DJI,3DJI_V2C011,CavityPlus,3DJI_CavityPlus_U008,1491,Cavity_8,true,Cavity_8,1
3DJI,3DJI_V2C012,CASTpFold,3DJI_CASTpFold_U002,869,2,true,2,1
3DJI,3DJI_V2C012,CASTpFold,3DJI_CASTpFold_U002,904,37,false,2,0
3DJI,3DJI_V2C012,DoGSite3,3DJI_DoGSite3_U001,488,P_1,true,P_1,1
3DJI,3DJI_V2C013,CASTpFold,3DJI_CASTpFold_U037,905,38,true,38,1
3DJI,3DJI_V2C014,CASTpFold,3DJI_CASTpFold_U041,909,42,true,42,1
3DJI,3DJI_V2C015,CASTpFold,3DJI_CASTpFold_U013,880,13,true,13,1
3DJI,3DJI_V2C016,CASTpFold,3DJI_CASTpFold_U017,884,17,true,17,1
3DJI,3DJI_V2C017,CASTpFold,3DJI_CASTpFold_U043,912,45,true,45,1
3DJI,3DJI_V2C018,CASTpFold,3DJI_CASTpFold_U016,883,16,true,16,1
3DJI,3DJI_V2C019,CASTpFold,3DJI_CASTpFold_U012,879,12,true,12,1
3DJI,3DJI_V2C020,CASTpFold,3DJI_CASTpFold_U024,891,24,true,24,1
3DJI,3DJI_V2C021,DoGSiteScorer,3DJI_DoGSiteScorer_U010,128,P_7,true,P_7,1
3DJI,3DJI_V2C022,CASTpFold,3DJI_CASTpFold_U035,902,35,true,35,1
3DJI,3DJI_V2C023,CASTpFold,3DJI_CASTpFold_U032,899,32,true,32,1
3DJI,3DJI_V2C024,CASTpFold,3DJI_CASTpFold_U045,914,47,true,47,1
3DJI,3DJI_V2C025,CASTpFold,3DJI_CASTpFold_U048,917,50,true,50,1
3DJI,3DJI_V2C026,CASTpFold,3DJI_CASTpFold_U047,916,49,true,49,1
3DJI,3DJI_V2C027,CASTpFold,3DJI_CASTpFold_U023,890,23,true,23,1
3DJI,3DJI_V2C028,CASTpFold,3DJI_CASTpFold_U039,907,40,true,40,1
3DJI,3DJI_V2C028,CASTpFold,3DJI_CASTpFold_U039,910,43,false,40,0
3DJI,3DJI_V2C029,CASTpFold,3DJI_CASTpFold_U022,889,22,true,22,1
3DJI,3DJI_V2C030,CASTpFold,3DJI_CASTpFold_U049,918,51,true,51,1
3DJI,3DJI_V2C030,CASTpFold,3DJI_CASTpFold_U049,919,52,false,51,0
3DJI,3DJI_V2C031,CASTpFold,3DJI_CASTpFold_U025,892,25,true,25,1
3DJI,3DJI_V2C032,CASTpFold,3DJI_CASTpFold_U033,900,33,true,33,1
3DJI,3DJI_V2C033,CASTpFold,3DJI_CASTpFold_U020,887,20,true,20,1
3DJI,3DJI_V2C034,CASTpFold,3DJI_CASTpFold_U046,915,48,true,48,1
3DJI,3DJI_V2C035,CASTpFold,3DJI_CASTpFold_U029,896,29,true,29,1
3DJI,3DJI_V2C036,CASTpFold,3DJI_CASTpFold_U034,901,34,true,34,1
3DJI,3DJI_V2C037,CASTpFold,3DJI_CASTpFold_U027,894,27,true,27,1
3DJI,3DJI_V2C038,CASTpFold,3DJI_CASTpFold_U028,895,28,true,28,1
3DJI,3DJI_V2C039,CASTpFold,3DJI_CASTpFold_U019,886,19,true,19,1
3DJI,3DJI_V2C040,CASTpFold,3DJI_CASTpFold_U031,898,31,true,31,1
3DJI,3DJI_V2C041,CASTpFold,3DJI_CASTpFold_U026,893,26,true,26,1
3DJI,3DJI_V2C042,CASTpFold,3DJI_CASTpFold_U014,881,14,true,14,1
3DJI,3DJI_V2C043,CASTpFold,3DJI_CASTpFold_U042,911,44,true,44,1
3DJI,3DJI_V2C044,CASTpFold,3DJI_CASTpFold_U018,885,18,true,18,1
3DJI,3DJI_V2C045,CASTpFold,3DJI_CASTpFold_U038,906,39,true,39,1
3DJI,3DJI_V2C046,CASTpFold,3DJI_CASTpFold_U015,882,15,true,15,1
3DJI,3DJI_V2C047,CASTpFold,3DJI_CASTpFold_U021,888,21,true,21,1
3DJI,3DJI_V2C048,CASTpFold,3DJI_CASTpFold_U040,908,41,true,41,1
4W9H,4W9H_V2C001,CASTpFold,4W9H_CASTpFold_U008,927,8,false,11,0
4W9H,4W9H_V2C001,CASTpFold,4W9H_CASTpFold_U011,930,11,true,11,1
4W9H,4W9H_V2C001,CavityPlus,4W9H_CavityPlus_U010,1502,Cavity_10,true,Cavity_10,1
4W9H,4W9H_V2C001,DoGSite3,4W9H_DoGSite3_U009,502,P_8,false,P_13,0
4W9H,4W9H_V2C001,DoGSite3,4W9H_DoGSite3_U014,507,P_13,true,P_13,1
4W9H,4W9H_V2C001,DoGSiteScorer,4W9H_DoGSiteScorer_U003,133,P_1,true,P_1,1
4W9H,4W9H_V2C001,DoGSiteScorer,4W9H_DoGSiteScorer_U003,134,P_1_0,false,P_1,0
4W9H,4W9H_V2C001,DoGSiteScorer,4W9H_DoGSiteScorer_U004,135,P_1_1,false,P_1,0
4W9H,4W9H_V2C001,SiteMap,4W9H_SiteMap_U004,1672,SM04_site_5,true,SM04_site_5,1
4W9H,4W9H_V2C002,CASTpFold,4W9H_CASTpFold_U006,925,6,true,6,1
4W9H,4W9H_V2C002,CASTpFold,4W9H_CASTpFold_U013,932,13,false,6,0
4W9H,4W9H_V2C002,CavityPlus,4W9H_CavityPlus_U002,1494,Cavity_2,true,Cavity_2,1
4W9H,4W9H_V2C002,DoGSite3,4W9H_DoGSite3_U004,497,P_3,true,P_3,1
4W9H,4W9H_V2C002,DoGSiteScorer,4W9H_DoGSiteScorer_U009,142,P_3_1,false,P_8,0
4W9H,4W9H_V2C002,DoGSiteScorer,4W9H_DoGSiteScorer_U015,151,P_8,true,P_8,1
4W9H,4W9H_V2C002,SiteMap,4W9H_SiteMap_U005,1673,SM05_site_4,true,SM05_site_4,1
4W9H,4W9H_V2C003,CASTpFold,4W9H_CASTpFold_U001,920,1,true,1,1
4W9H,4W9H_V2C003,CavityPlus,4W9H_CavityPlus_U001,1493,Cavity_1,true,Cavity_1,1
4W9H,4W9H_V2C003,DoGSite3,4W9H_DoGSite3_U001,493,P_1,true,P_1,1
4W9H,4W9H_V2C003,DoGSite3,4W9H_DoGSite3_U001,494,P_1_1,false,P_1,0
4W9H,4W9H_V2C003,DoGSite3,4W9H_DoGSite3_U002,495,P_1_2,false,P_1,0
4W9H,4W9H_V2C003,DoGSiteScorer,4W9H_DoGSiteScorer_U001,129,P_0,true,P_0,1
4W9H,4W9H_V2C003,DoGSiteScorer,4W9H_DoGSiteScorer_U001,130,P_0_0,false,P_0,0
4W9H,4W9H_V2C003,DoGSiteScorer,4W9H_DoGSiteScorer_U002,131,P_0_1,false,P_0,0
4W9H,4W9H_V2C003,DoGSiteScorer,4W9H_DoGSiteScorer_U002,132,P_0_2,false,P_0,0
4W9H,4W9H_V2C003,SiteMap,4W9H_SiteMap_U001,1669,SM01_site_1,true,SM01_site_1,1
4W9H,4W9H_V2C004,CASTpFold,4W9H_CASTpFold_U003,922,3,true,3,1
4W9H,4W9H_V2C004,CavityPlus,4W9H_CavityPlus_U003,1495,Cavity_3,true,Cavity_3,1
4W9H,4W9H_V2C004,DoGSite3,4W9H_DoGSite3_U003,496,P_2,true,P_2,1
4W9H,4W9H_V2C004,DoGSiteScorer,4W9H_DoGSiteScorer_U016,152,P_9,true,P_9,1
